,Department,Course,Section,Instructor,Time
3490,BMED,450,01,"Hose, Jo Ellen",TR 12:10 PM - 02:00 PM
3495,BMED,455,01,"Whitt, Michael D.",MW 08:10 AM - 09:00 AM
3496,BMED,455,02,"Whitt, Michael D.",MW 09:10 AM - 12:00 PM
3497,BMED,456,01,"Whitt, Michael D.",MW 03:10 PM - 04:00 PM
3498,BMED,456,02,"Whitt, Michael D.",MW 12:10 PM - 03:00 PM
3444,BMED,459,01,"Cardinal, Kristen O'Halloran",N/A N/A - N/A
3445,BMED,500,01,"Cardinal, Kristen O'Halloran",N/A N/A - N/A
3450,BMED,500,02,"Cardinal, Trevor Ryan",N/A N/A - N/A
3436,BMED,500,04,"Crockett, Robert S.",N/A N/A - N/A
3457,BMED,520,01,"Clague, David S.",TR 08:10 AM - 10:00 AM
3458,BMED,520,80,"Clague, David S.",TR 08:10 AM - 10:00 AM
3186,BMED,530,01,"Walsh, Daniel W.",TR 04:10 PM - 06:00 PM
3187,BMED,530,80,"Walsh, Daniel W.",TR 04:10 PM - 06:00 PM
3459,BMED,535,01,"Clague, David S.",MW 10:10 AM - 12:00 PM
3451,BMED,560,01,"Cardinal, Trevor Ryan",TR 03:10 PM - 04:00 PM
3452,BMED,561,01,"Cardinal, Trevor Ryan",WF 12:10 PM - 03:00 PM
3453,BMED,593,01,"Cardinal, Trevor Ryan",N/A N/A - N/A
3477,BMED,593,02,"Laiho, Lily Hsu",N/A N/A - N/A
3446,BMED,593,03,"Cardinal, Kristen O'Halloran",N/A N/A - N/A
3447,BMED,599,01,"Cardinal, Kristen O'Halloran",N/A N/A - N/A
3466,BMED,599,05,"Griffin, Lanny V.",N/A N/A - N/A
3478,BMED,599,08,"Laiho, Lily Hsu",N/A N/A - N/A
3484,BMED,599,10,"Szlavik, Robert Bruce",N/A N/A - N/A
3460,BMED,P535,01,"Clague, David S.",MW 10:10 AM - 12:00 PM
3454,BMED,P560,01,"Cardinal, Trevor Ryan",TR 03:10 PM - 04:00 PM
3455,BMED,P561,01,"Cardinal, Trevor Ryan",WF 12:10 PM - 03:00 PM
3691,BOT,121,01,"Ryan, Sean P.",MWF 01:10 PM - 02:00 PM
3698,BOT,121,02,"Trunzo, Juliana Philomena",W 08:10 AM - 11:00 AM
3711,BOT,121,03,"Harencar, Julia Gardner",W 03:10 PM - 06:00 PM
3699,BOT,121,04,"Trunzo, Juliana Philomena",R 08:10 AM - 11:00 AM
3700,BOT,121,05,"Trunzo, Juliana Philomena",R 12:10 PM - 03:00 PM
3692,BOT,121,06,"Ryan, Sean P.",R 03:10 PM - 06:00 PM
3693,BOT,121,07,"Ryan, Sean P.",T 03:10 PM - 06:00 PM
3650,BOT,313,01,"Yost, Jennifer M.",MW 01:10 PM - 02:00 PM
3651,BOT,313,02,"Yost, Jennifer M.",TR 12:10 PM - 03:00 PM
3652,BOT,313,03,"Yost, Jennifer M.",WF 08:10 AM - 11:00 AM
3579,BOT,326,01,"Knight, Charles A.",TR 12:10 PM - 01:30 PM
3580,BOT,326,02,"Knight, Charles A.",F 12:10 PM - 03:00 PM
3543,BOT,326,03,"Hillers, Kenneth J.",F 12:10 PM - 03:00 PM
119,BRAE,129,01,"Smith, Dennis E.",T 03:10 PM - 06:00 PM
94,BRAE,133,01,"Forbes, Garrett J.",M 12:10 PM - 03:00 PM
95,BRAE,133,02,"Forbes, Garrett J.",M 03:10 PM - 06:00 PM
77,BRAE,151,01,"Abdoli, Saber",T 12:10 PM - 03:00 PM
78,BRAE,151,02,"Abdoli, Saber",R 03:10 PM - 06:00 PM
70,BRAE,152,01,"Liu, Bo",W 03:10 PM - 06:00 PM
73,BRAE,203,01,"Schwartz, Gregory",TR 08:10 AM - 09:00 AM
74,BRAE,203,02,"Schwartz, Gregory",MW 12:10 PM - 02:00 PM
75,BRAE,203,03,"Schwartz, Gregory",MW 02:10 PM - 04:00 PM
3467,BRAE,213,70,"Griffin, Lanny V.",M 04:10 PM - 06:00 PM
3489,BRAE,213,71,"Eason, James C.",W 04:10 PM - 06:00 PM
107,BRAE,237,01,"Mastin, Tom B.",F 07:10 AM - 08:00 AM
108,BRAE,237,02,"Mastin, Tom B.",F 08:10 AM - 11:00 AM
472,BRAE,237,03,"Gill, Samantha J.",M 12:10 PM - 01:00 PM
473,BRAE,237,04,"Gill, Samantha J.",M 01:10 PM - 04:00 PM
109,BRAE,239,01,"Mastin, Tom B.",MW 07:10 AM - 08:00 AM
110,BRAE,239,02,"Mastin, Tom B.",MW 08:10 AM - 11:00 AM
111,BRAE,239,03,"Mastin, Tom B.",TR 07:10 AM - 08:00 AM
112,BRAE,239,04,"Mastin, Tom B.",TR 08:10 AM - 11:00 AM
87,BRAE,239,05,"Bates, Jr., Guy W.",TR 12:10 PM - 01:00 PM
88,BRAE,239,06,"Bates, Jr., Guy W.",TR 01:10 PM - 04:00 PM
79,BRAE,239,07,"Abdoli, Saber",WF 12:10 PM - 01:00 PM
80,BRAE,239,08,"Abdoli, Saber",WF 01:10 PM - 04:00 PM
31,BRAE,321,01,"Swan, Benjamin Grant",TR 07:10 AM - 08:00 AM
32,BRAE,321,02,"Swan, Benjamin Grant",R 12:10 PM - 02:00 PM
113,BRAE,324,01,"Penvenne, John L.",TR 09:40 AM - 11:00 AM
114,BRAE,324,03,"Penvenne, John L.",R 03:10 PM - 06:00 PM
62,BRAE,331,01,"Howes, Daniel J.",MWF 08:10 AM - 09:00 AM
120,BRAE,335,01,"Weisenberger, Gary L.",MWF 07:10 AM - 08:00 AM
121,BRAE,335,02,"Weisenberger, Gary L.",M 03:10 PM - 06:00 PM
99,BRAE,337,01,"Gaudi, Franklin Paul",TR 04:40 PM - 06:00 PM
100,BRAE,337,02,"Gaudi, Franklin Paul",R 12:10 PM - 03:00 PM
101,BRAE,340,01,"Gaudi, Franklin Paul",MW 04:10 PM - 05:30 PM
102,BRAE,340,02,"Gaudi, Franklin Paul",T 08:10 AM - 11:00 AM
84,BRAE,340,03,"Alford, Sarah Turri",T 12:10 PM - 03:00 PM
85,BRAE,340,04,"Alford, Sarah Turri",T 03:10 PM - 06:00 PM
86,BRAE,340,06,"Alford, Sarah Turri",W 12:10 PM - 03:00 PM
122,BRAE,343,01,"Weisenberger, Gary L.",MWF 09:10 AM - 10:00 AM
123,BRAE,343,02,"Weisenberger, Gary L.",T 12:10 PM - 03:00 PM
81,BRAE,345,01,"Abdoli, Saber",TR 07:10 AM - 08:00 AM
82,BRAE,345,02,"Abdoli, Saber",T 08:10 AM - 11:00 AM
83,BRAE,345,03,"Abdoli, Saber",R 08:10 AM - 11:00 AM
115,BRAE,348,01,"Penvenne, John L.",MWF 08:10 AM - 09:00 AM
116,BRAE,348,02,"Penvenne, John L.",T 12:10 PM - 02:00 PM
117,BRAE,348,03,"Penvenne, John L.",T 02:10 PM - 04:00 PM
103,BRAE,400,04,"Gaudi, Franklin Paul",N/A N/A - N/A
53,BRAE,400,06,"Livingston, Peter Arthur",N/A N/A - N/A
57,BRAE,400,10,"Styles, Stuart W.",N/A N/A - N/A
89,BRAE,419,01,"Bates, Jr., Guy W.",TR 08:10 AM - 09:00 AM
90,BRAE,419,02,"Bates, Jr., Guy W.",W 12:10 PM - 06:00 PM
91,BRAE,419,03,"Bates, Jr., Guy W.",F 11:10 AM - 05:00 PM
96,BRAE,422,01,"Forbes, Garrett J.",TR 10:10 AM - 11:00 AM
97,BRAE,422,02,"Forbes, Garrett J.",W 12:10 PM - 06:00 PM
98,BRAE,422,03,"Forbes, Garrett J.",F 11:10 AM - 05:00 PM
63,BRAE,438,01,"Howes, Daniel J.",MWF 11:10 AM - 12:00 PM
64,BRAE,438,02,"Howes, Daniel J.",W 03:10 PM - 06:00 PM
54,BRAE,460,01,"Livingston, Peter Arthur",M 12:10 PM - 01:00 PM
55,BRAE,461,01,"Livingston, Peter Arthur",M 01:10 PM - 02:00 PM
92,BRAE,461,02,"Bates, Jr., Guy W.",M 01:10 PM - 02:00 PM
71,BRAE,461,04,"Liu, Bo",M 01:10 PM - 02:00 PM
104,BRAE,461,06,"Gaudi, Franklin Paul",M 01:10 PM - 02:00 PM
58,BRAE,461,10,"Styles, Stuart W.",M 01:10 PM - 02:00 PM
56,BRAE,462,01,"Livingston, Peter Arthur",M 02:10 PM - 03:00 PM
93,BRAE,462,02,"Bates, Jr., Guy W.",M 02:10 PM - 03:00 PM
76,BRAE,462,08,"Schwartz, Gregory",M 02:10 PM - 03:00 PM
68,BRAE,470,01,"Liu, Bo",TR 07:40 AM - 09:00 AM
69,BRAE,471,01,"Liu, Bo",T 12:10 PM - 03:00 PM
49,BRAE,481,01,"Kellogg, Jr., William C.",W 12:10 PM - 01:00 PM
50,BRAE,481,02,"Kellogg, Jr., William C.",W 01:10 PM - 04:00 PM
17,BRAE,500,03,"Flores, Robert A.",N/A N/A - N/A
59,BRAE,500,07,"Howes, Daniel J.",N/A N/A - N/A
60,BRAE,533,01,"Howes, Daniel J.",MWF 09:10 AM - 10:00 AM
61,BRAE,533,02,"Howes, Daniel J.",M 03:10 PM - 06:00 PM
72,BRAE,599,02,"Schwartz, Gregory",N/A N/A - N/A
105,BRAE,P237,01,"Mastin, Tom B.",F 07:10 AM - 08:00 AM
106,BRAE,P237,02,"Mastin, Tom B.",F 08:10 AM - 11:00 AM
1204,BUS,206,03,"Gomez, Noel Justin Lee",T 02:10 PM - 04:00 PM
1205,BUS,206,04,"Kidwell, Chelsea Lee",F 10:10 AM - 12:00 PM
1206,BUS,206,05,"Clark, Lillian Vale",F 10:10 AM - 12:00 PM
1004,BUS,207,01,"Janssen, Carol Dianne",MW 04:10 PM - 06:00 PM
1022,BUS,207,02,"Stern, Stephen M.",MW 06:10 PM - 08:00 PM
1014,BUS,207,03,"Moroski, Martin P.",TR 06:10 PM - 08:00 PM
1005,BUS,207,04,"Janssen, Carol Dianne",MW 10:10 AM - 12:00 PM
1001,BUS,207,05,"Duffy, Colleen Patricia",MW 04:10 PM - 06:00 PM
1002,BUS,212,01,"Enholm, Jennie J.",TR 02:10 PM - 04:00 PM
1017,BUS,214,01,"Pouraghabagher, Setareh",MW 04:10 PM - 06:00 PM
1018,BUS,214,02,"Pouraghabagher, Setareh",MW 02:10 PM - 04:00 PM
1020,BUS,214,03,"Ridout, Tim A.",MW 08:10 AM - 10:00 AM
1012,BUS,214,04,"McDowell, James L.",MW 10:10 AM - 12:00 PM
1013,BUS,214,06,"McDowell, James L.",MW 08:10 AM - 10:00 AM
1019,BUS,214,08,"Pouraghabagher, Setareh",MW 10:10 AM - 12:00 PM
979,BUS,215,01,"Maber, David Andrew",TR 09:10 AM - 11:00 AM
980,BUS,215,02,"Maber, David Andrew",TR 12:10 PM - 02:00 PM
981,BUS,215,03,"Maber, David Andrew",TR 02:10 PM - 04:00 PM
997,BUS,215,05,"Burt, Steven D.",TR 06:10 PM - 08:00 PM
1174,BUS,301,01,"Javadi Asl, Hossein",MW 10:10 AM - 12:00 PM
1175,BUS,301,02,"Javadi Asl, Hossein",MW 12:10 PM - 02:00 PM
1085,BUS,302,01,"Hoang, Hong Thi",TR 09:10 AM - 11:00 AM
1202,BUS,306,02,"Beaman, Ronda A.",R 02:10 PM - 04:00 PM
1143,BUS,310,01,"Valdez, James G.",MW 10:10 AM - 12:00 PM
3475,BUS,310,02,"Katona, Thomas Matthew",TR 09:10 AM - 11:00 AM
1115,BUS,310,03,"Metcalf, Lynn E.",MW 02:10 PM - 04:00 PM
1132,BUS,310,04,"Cortez, Marc L.",TR 02:10 PM - 04:00 PM
1142,BUS,310,05,"Townsend Jr., John W.",TR 04:10 PM - 06:00 PM
1006,BUS,319,01,"Kaney, James M.",MW 04:10 PM - 05:30 PM
1007,BUS,319,02,"Kaney, James M.",MW 05:40 PM - 06:00 PM
1008,BUS,319,03,"Kaney, James M.",MW 02:10 PM - 03:30 PM
1009,BUS,319,04,"Kaney, James M.",MW 03:40 PM - 04:00 PM
1010,BUS,319,07,"Kaney, James M.",MW 10:10 AM - 11:30 AM
1011,BUS,319,08,"Kaney, James M.",MW 11:40 AM - 12:00 PM
1000,BUS,320,01,"Danowitz, Steven M.",MW 10:10 AM - 12:00 PM
992,BUS,320,02,"Anderson, Trisha Renee",TR 04:10 PM - 06:00 PM
975,BUS,321,01,"Dang, Li",MW 02:10 PM - 04:00 PM
976,BUS,321,02,"Dang, Li",TR 02:10 PM - 04:00 PM
970,BUS,322,01,"Cerf, Doug C.",MW 02:10 PM - 04:00 PM
1021,BUS,322,02,"Ridout, Tim A.",MW 12:10 PM - 02:00 PM
1158,BUS,342,01,"Gorman, Larry R.",F 10:10 AM - 12:00 PM
1159,BUS,342,02,"Gorman, Larry R.",F 12:10 PM - 02:00 PM
1171,BUS,342,03,"Dobson, Sharon L.",MW 12:10 PM - 02:00 PM
1172,BUS,342,04,"Dobson, Sharon L.",MW 08:10 AM - 10:00 AM
1173,BUS,342,05,"Dobson, Sharon L.",TR 09:10 AM - 11:00 AM
1197,BUS,346,01,"Varley, Jason C.",M 08:10 AM - 10:00 AM
1198,BUS,346,02,"Varley, Jason C.",F 08:10 AM - 10:00 AM
1187,BUS,346,03,"Bouvette, Susan Carole",W 10:10 AM - 12:00 PM
1188,BUS,346,04,"Bouvette, Susan Carole",F 10:10 AM - 12:00 PM
1189,BUS,346,05,"Bouvette, Susan Carole",M 02:10 PM - 04:00 PM
1190,BUS,346,06,"Bouvette, Susan Carole",W 02:10 PM - 04:00 PM
1191,BUS,346,07,"Bouvette, Susan Carole",T 04:10 PM - 06:00 PM
1192,BUS,346,08,"Bouvette, Susan Carole",R 04:10 PM - 06:00 PM
1178,BUS,346,09,"Davis, Lawrence Brennan",T 04:10 PM - 06:00 PM
1179,BUS,346,10,"Davis, Lawrence Brennan",R 04:10 PM - 06:00 PM
1090,BUS,382,01,"ONeill, Marjorie Spooner",MW 04:10 PM - 06:00 PM
1064,BUS,384,01,"Ellis, Allison Marie",TR 12:10 PM - 02:00 PM
1065,BUS,384,02,"Ellis, Allison Marie",TR 02:10 PM - 04:00 PM
1080,BUS,387,01,"Daubert, Sara Jo",TR 04:10 PM - 06:00 PM
1054,BUS,387,02,"Coget, Jean-Francois Axel Hugues",TR 09:10 AM - 11:00 AM
1094,BUS,387,04,"Stevens, Calvin T.",TR 12:10 PM - 02:00 PM
1095,BUS,387,05,"Stevens, Calvin T.",TR 02:10 PM - 04:00 PM
1081,BUS,387,06,"Daubert, Sara Jo",TR 06:10 PM - 08:00 PM
1091,BUS,387,07,"ONeill, Marjorie Spooner",MW 08:10 AM - 10:00 AM
1072,BUS,391,01,"Griggs, Kenneth A.",TR 06:10 PM - 08:00 PM
1073,BUS,391,02,"Griggs, Kenneth A.",TR 04:10 PM - 06:00 PM
1087,BUS,391,03,"Kocsis, David John",WF 12:10 PM - 02:00 PM
1088,BUS,391,04,"Kocsis, David John",WF 10:10 AM - 12:00 PM
1093,BUS,391,05,"Peters, Timothy J.",TR 06:10 PM - 08:00 PM
1074,BUS,391,06,"McQuaid, Patricia A.",TR 02:10 PM - 04:00 PM
1075,BUS,391,07,"McQuaid, Patricia A.",TR 12:10 PM - 02:00 PM
1059,BUS,394,01,"Burleson, James E.",MW 10:10 AM - 12:00 PM
1060,BUS,394,02,"Burleson, James E.",MW 02:10 PM - 04:00 PM
1061,BUS,394,03,"Burleson, James E.",MW 04:10 PM - 06:00 PM
1123,BUS,400,01,"York, Jonathan Lind",N/A N/A - N/A
1076,BUS,400,07,"McQuaid, Patricia A.",N/A N/A - N/A
1056,BUS,401,01,"Alexander, Benjamin Nathan",TR 06:10 PM - 08:00 PM
1057,BUS,401,02,"Alexander, Benjamin Nathan",MW 08:10 AM - 10:00 AM
1058,BUS,401,03,"Alexander, Benjamin Nathan",MW 10:10 AM - 12:00 PM
1068,BUS,401,04,"Greenbaum, Bruce E.",MW 12:10 PM - 02:00 PM
1069,BUS,401,05,"Greenbaum, Bruce E.",MW 04:10 PM - 06:00 PM
1070,BUS,401,06,"Greenbaum, Bruce E.",MW 06:10 PM - 08:00 PM
972,BUS,404,01,"Burgunder, Lee B.",TR 09:10 AM - 11:00 AM
973,BUS,404,02,"Burgunder, Lee B.",TR 12:10 PM - 02:00 PM
1025,BUS,404,03,"Sperow, Elisabeth",MW 12:10 PM - 02:00 PM
1003,BUS,404,04,"Eppright, Kathryn McKenzie",MW 06:10 PM - 08:00 PM
1023,BUS,404,05,"Stern, Stephen M.",TR 06:10 PM - 08:00 PM
995,BUS,409,01,"Belsher, John W.",TR 04:10 PM - 06:00 PM
987,BUS,410,01,"Tolin, Jeffrey Michael",TR 02:10 PM - 04:00 PM
988,BUS,410,02,"Tolin, Jeffrey Michael",TR 04:10 PM - 06:00 PM
998,BUS,416,01,"Curry, Catherine M.",TR 06:10 PM - 07:00 PM
999,BUS,416,02,"Curry, Catherine M.",TR 07:10 PM - 08:00 PM
993,BUS,416,03,"Anderson, Trisha Renee",TR 06:10 PM - 07:00 PM
994,BUS,416,04,"Anderson, Trisha Renee",TR 07:10 PM - 08:00 PM
984,BUS,417,01,"Mock, Rodney Patrick",TR 04:10 PM - 06:00 PM
1186,BUS,418,01,"Scholz, Joachim",MW 12:10 PM - 02:00 PM
1195,BUS,418,02,"Simon, Lisa R.",TR 12:10 PM - 02:00 PM
1196,BUS,418,03,"Simon, Lisa R.",TR 02:10 PM - 04:00 PM
1181,BUS,419,01,"Hess, Jeffrey S.",TR 12:10 PM - 02:00 PM
1180,BUS,421,01,"Davis, Lawrence Brennan",TR 02:10 PM - 04:00 PM
989,BUS,424,01,"Westermann, Kimberly D.",MW 12:10 PM - 02:00 PM
982,BUS,425,01,"Miller II, Charles R.",TR 09:10 AM - 11:00 AM
983,BUS,425,02,"Miller II, Charles R.",TR 12:10 PM - 02:00 PM
1207,BUS,430,01,"Clark, Lillian Vale",N/A N/A - N/A
1153,BUS,431,02,"Bednarek, Ziemowit Konrad",TR 02:10 PM - 04:00 PM
1169,BUS,431,03,"Canella, Alfonso F.",MW 06:10 PM - 08:00 PM
1176,BUS,433,01,"Javadi Asl, Hossein",MW 04:10 PM - 06:00 PM
1162,BUS,435,01,"Patel, Pratish Anilkumar",TR 04:10 PM - 06:00 PM
1152,BUS,436,02,"Ayash, Brian F.",MW 12:10 PM - 02:00 PM
1163,BUS,438,01,"Rastad, Mahdi",TR 09:10 AM - 11:00 AM
1164,BUS,438,02,"Rastad, Mahdi",TR 12:10 PM - 02:00 PM
1166,BUS,439,01,"Canella, Alfonso F.",MW 04:10 PM - 06:00 PM
1160,BUS,441,01,"Patel, Pratish Anilkumar",TR 06:10 PM - 07:30 PM
1161,BUS,441,02,"Patel, Pratish Anilkumar",TR 07:40 PM - 08:00 PM
1157,BUS,444,01,"Gorman, Larry R.",MW 02:10 PM - 04:00 PM
1151,BUS,445,01,"Dobson, John",F 02:10 PM - 06:00 PM
1199,BUS,446,01,"Wolf, Mitchell J.",MW 06:10 PM - 08:00 PM
1183,BUS,452,01,"Lindsey-Mullikin, Joan",TR 07:10 AM - 09:00 AM
1185,BUS,453,01,"Scholz, Joachim",MW 02:10 PM - 04:00 PM
1201,BUS,454,01,"York, John Michael",MW 12:10 PM - 02:00 PM
1193,BUS,455,01,"Silver, Rodney Everett",MW 08:10 AM - 10:00 AM
1184,BUS,459,01,"Lindsey-Mullikin, Joan",TR 09:10 AM - 11:00 AM
126,BUS,461,05,"Ramezani, Cyrus A.",M 04:10 PM - 06:00 PM
127,BUS,462,06,"Ramezani, Cyrus A.",W 04:10 PM - 06:00 PM
991,BUS,462,07,"Anderson, Trisha Renee",N/A N/A - N/A
1015,BUS,462,08,"Odell, Janice L.",N/A N/A - N/A
1170,BUS,462,09,"Dobson, Sharon L.",N/A N/A - N/A
1016,BUS,463,02,"Odell, Janice L.",N/A N/A - N/A
1024,BUS,463,03,"Sperow, Elisabeth",TR 09:10 AM - 11:00 AM
1071,BUS,464,01,"Griggs, Kenneth A.",F 08:10 AM - 12:00 PM
1077,BUS,464,02,"Shani, Abraham B.",F 08:10 AM - 12:00 PM
1066,BUS,464,03,"Floyd, Barry D.",F 12:10 PM - 04:00 PM
1177,BUS,464,04,"Borin, Norm A.",MW 10:10 AM - 12:00 PM
1122,BUS,464,05,"York, Jonathan Lind",MW 06:10 PM - 08:00 PM
974,BUS,464,08,"Carr, Chris A.",N/A N/A - N/A
1165,BUS,464,10,"Rastad, Mahdi",F 08:10 AM - 12:00 PM
1155,BUS,464,11,"Durham, Garland Bennett",F 12:10 PM - 04:00 PM
1114,BUS,464,12,"Metcalf, Lynn E.",TR 06:10 PM - 08:00 PM
1194,BUS,466,01,"Simon, Lisa R.",TR 04:10 PM - 06:00 PM
1086,BUS,470,02,"Kocsis, David John",MW 06:10 PM - 08:00 PM
977,BUS,474,01,"Hunt III, Herbert G.",MW 02:10 PM - 04:00 PM
1089,BUS,475,01,"ONeill, Marjorie Spooner",MW 02:10 PM - 04:00 PM
1079,BUS,489,01,"Stanko, Taryn L.",TR 04:10 PM - 06:00 PM
1067,BUS,498,02,"Floyd, Barry D.",MW 12:10 PM - 02:00 PM
1096,BUS,498,03,"Whitehead, Matthew A.",TR 07:10 AM - 09:00 AM
996,BUS,P215,05,"Burt, Steven D.",TR 06:10 PM - 08:00 PM
969,BUS,P322,01,"Cerf, Doug C.",MW 02:10 PM - 04:00 PM
1063,BUS,P384,02,"Ellis, Allison Marie",TR 02:10 PM - 04:00 PM
1092,BUS,P391,05,"Peters, Timothy J.",TR 06:10 PM - 08:00 PM
986,BUS,P410,02,"Tolin, Jeffrey Michael",TR 04:10 PM - 06:00 PM
1167,BUS,P431,03,"Canella, Alfonso F.",MW 06:10 PM - 08:00 PM
1168,BUS,P439,01,"Canella, Alfonso F.",MW 04:10 PM - 06:00 PM
1200,BUS,P446,01,"Wolf, Mitchell J.",MW 06:10 PM - 08:00 PM
1102,BUS,S304,80,"Deif, Ahmed Mahmoud",M 10:10 AM - 12:00 PM
1103,BUS,S304,81,"Deif, Ahmed Mahmoud",N/A N/A - N/A
2281,CD,131,01,"Clarkson, Patricia Kay",T 09:10 AM - 11:00 AM
2282,CD,131,02,"Clarkson, Patricia Kay",R 09:10 AM - 10:00 AM
2283,CD,230,01,"Clarkson, Patricia Kay",MW 01:10 PM - 02:00 PM
2284,CD,230,02,"Clarkson, Patricia Kay",MWF 09:10 AM - 11:00 AM
2285,CD,230,03,"Clarkson, Patricia Kay",MWF 02:40 PM - 04:30 PM
2286,CD,230,04,"Clarkson, Patricia Kay",TR 09:10 AM - 12:00 PM
2287,CD,230,05,"Clarkson, Patricia Kay",TR 01:40 PM - 04:30 PM
2229,CD,254,70,"Barrett, Elizabeth W.",MW 02:10 PM - 04:00 PM
2260,CD,256,70,"Perisho, Shaun Thomas",MW 06:10 PM - 08:00 PM
2247,CD,304,01,"Gordon Johnson, Pamela Michele",MW 04:10 PM - 06:00 PM
2240,CD,305,02,"Block, Marta Beth",MW 10:10 AM - 12:00 PM
2274,CD,306,70,"Williams, Kendra Noelle",TR 12:10 PM - 02:00 PM
2275,CD,306,71,"Williams, Kendra Noelle",TR 02:10 PM - 04:00 PM
2144,CD,330,02,"Daniels, Denise H.",N/A N/A - N/A
2175,CD,330,06,"Langner, Carrie Ann",N/A N/A - N/A
2199,CD,330,09,"Ryujin, Donald H.",N/A N/A - N/A
2151,CD,330,10,"Estrada, Aaron Richard",N/A N/A - N/A
2187,CD,330,11,"Levi, Daniel J.",N/A N/A - N/A
2130,CD,330,14,"Bettergarcia, Julie Anne",N/A N/A - N/A
2223,CD,330,16,"Williams, Jason Alan",N/A N/A - N/A
2124,CD,330,18,"Bennion, Kelly A.",N/A N/A - N/A
2254,CD,330,19,"Jones, Diana Lynn",N/A N/A - N/A
2234,CD,330,20,"Bettergarcia, Jennifer Nicole",N/A N/A - N/A
4718,CD,350,01,"Mayer, Frances C.",MW 12:10 PM - 02:00 PM
2165,CD,351,01,"Jipson, Jennifer L.",MW 12:10 PM - 02:00 PM
2145,CD,401,01,"Daniels, Denise H.",MW 10:10 AM - 12:00 PM
2166,CD,413,01,"Jipson, Jennifer L.",TR 12:10 PM - 02:00 PM
2244,CD,413,02,"Danielson, Henry W.",TR 04:10 PM - 07:00 PM
2245,CD,417,70,"Garcia-Lemus, Mary E.",TR 04:10 PM - 06:00 PM
2146,CD,424,01,"Daniels, Denise H.",WF 08:10 AM - 10:00 AM
2147,CD,430,02,"Daniels, Denise H.",N/A N/A - N/A
2176,CD,430,06,"Langner, Carrie Ann",N/A N/A - N/A
2209,CD,430,07,"Smith, Taylor F.",N/A N/A - N/A
2200,CD,430,08,"Ryujin, Donald H.",N/A N/A - N/A
2152,CD,430,10,"Estrada, Aaron Richard",N/A N/A - N/A
2188,CD,430,11,"Levi, Daniel J.",N/A N/A - N/A
2170,CD,430,13,"Kaczorowski, Jessica A.",N/A N/A - N/A
2139,CD,430,17,"Cacciamani, Laura M.",N/A N/A - N/A
2125,CD,430,18,"Bennion, Kelly A.",N/A N/A - N/A
2255,CD,430,19,"Jones, Diana Lynn",N/A N/A - N/A
2235,CD,430,20,"Bettergarcia, Jennifer Nicole",N/A N/A - N/A
2171,CD,431,70,"Kaczorowski, Jessica A.",MWF 10:10 AM - 11:00 AM
2172,CD,431,71,"Kaczorowski, Jessica A.",MW 11:10 AM - 12:00 PM
2167,CD,433,03,"Jipson, Jennifer L.",N/A N/A - N/A
2210,CD,456,70,"Smith, Taylor F.",MW 08:10 AM - 10:00 AM
2241,CD,460,70,"Block, Marta Beth",MW 04:10 PM - 06:00 PM
2121,CD,461,01,"Jovanovic, Jasna D.",F 12:10 PM - 02:00 PM
2122,CD,461,02,"Jovanovic, Jasna D.",R 02:10 PM - 04:00 PM
2148,CD,462,02,"Daniels, Denise H.",N/A N/A - N/A
2168,CD,462,03,"Jipson, Jennifer L.",N/A N/A - N/A
2177,CD,462,06,"Langner, Carrie Ann",N/A N/A - N/A
2211,CD,462,07,"Smith, Taylor F.",N/A N/A - N/A
2173,CD,462,13,"Kaczorowski, Jessica A.",N/A N/A - N/A
2217,CD,462,15,"Sweatt, Lisa I.",N/A N/A - N/A
2760,CE,112,01,"Rahim, Ashraf M.",MW 10:10 AM - 11:00 AM
2761,CE,112,02,"Rahim, Ashraf M.",MW 11:10 AM - 12:00 PM
2792,CE,113,01,"Weir, Charles R.",TR 06:10 PM - 09:00 PM
2788,CE,113,02,"See, Jr., Daniel W.",MW 06:10 PM - 09:00 PM
2789,CE,113,04,"Thompson, Wesley C.",MW 03:10 PM - 06:00 PM
2692,CE,200,01,"Fiegel, Gregg L.",N/A N/A - N/A
2705,CE,204,01,"Hall, Garrett J.",MW 09:10 AM - 10:00 AM
2679,CE,204,02,"Hsia, Jason Shinglun",M 04:10 PM - 06:00 PM
2680,CE,204,03,"Hsia, Jason Shinglun",M 06:10 PM - 08:00 PM
2808,CE,204,04,"Sullivan, Connor Joseph",T 04:10 PM - 06:00 PM
2681,CE,204,05,"Hsia, Jason Shinglun",T 07:10 PM - 09:00 PM
2795,CE,204,06,"Chau, Kevin Tu",W 04:10 PM - 06:00 PM
2797,CE,204,07,"Coffey, Elizabeth A.",W 06:10 PM - 08:00 PM
2798,CE,204,08,"Coffey, Elizabeth A.",R 07:10 PM - 09:00 PM
2804,CE,204,09,"Phan, Kevin Minh",R 06:10 PM - 08:00 PM
2809,CE,204,10,"Sullivan, Connor Joseph",M 06:10 PM - 08:00 PM
2810,CE,204,11,"Sullivan, Connor Joseph",T 07:10 PM - 09:00 PM
2805,CE,204,12,"Phan, Kevin Minh",W 07:10 PM - 09:00 PM
2796,CE,204,13,"Chau, Kevin Tu",R 06:10 PM - 08:00 PM
2811,CE,204,14,"Sullivan, Connor Joseph",W 07:10 PM - 09:00 PM
