,Department,Course,Section,Instructor,Time
1383,ENGL,134,12,"Belknap, Jacquelyn N.",MTWR 12:10 PM - 01:00 PM
1405,ENGL,134,13,"Gotsick, Jonathan Sawyer",MWF 10:10 AM - 11:00 AM
1431,ENGL,134,16,"Maddox, Sean Robert",MTWR 02:10 PM - 03:00 PM
1432,ENGL,134,18,"Maddox, Sean Robert",MTWR 03:10 PM - 04:00 PM
1433,ENGL,134,19,"Maddox, Sean Robert",MTWR 06:10 PM - 07:00 PM
1434,ENGL,134,20,"Maddox, Sean Robert",MTWR 05:10 PM - 06:00 PM
1471,ENGL,134,21,"Smith, Daniel T.",TR 08:10 PM - 10:00 PM
1472,ENGL,134,22,"Smith, Daniel T.",TR 06:10 PM - 08:00 PM
1408,ENGL,134,24,"Green, Sean M.",MW 05:10 PM - 07:00 PM
1409,ENGL,134,25,"Green, Sean M.",MW 07:10 PM - 09:00 PM
1462,ENGL,134,28,"Ruszczycky, Steven A.",MW 04:10 PM - 06:00 PM
1499,ENGL,134,37,"Wishnewsky, Sarah M.",MWRF 04:10 PM - 05:00 PM
1476,ENGL,134,38,"St. John, Leslie A.",MTRF 02:10 PM - 03:00 PM
1421,ENGL,134,39,"Johann, Sadie Joy",TWRF 08:10 AM - 09:00 AM
1422,ENGL,134,40,"Johann, Sadie Joy",TWRF 09:10 AM - 10:00 AM
1466,ENGL,134,42,"Sanders, Kristin D.",MTWR 06:10 PM - 07:00 PM
1486,ENGL,134,43,"Swanson, Justin Andrew",MW 04:10 PM - 06:00 PM
1487,ENGL,134,44,"Swanson, Justin Andrew",MW 06:10 PM - 08:00 PM
1488,ENGL,134,45,"Swanson, Justin Andrew",TR 06:10 PM - 08:00 PM
1500,ENGL,134,52,"Erdiakoff, Harrison",MTWF 12:10 PM - 01:00 PM
1384,ENGL,134,66,"Belknap, Jacquelyn N.",MTWR 08:10 AM - 09:00 AM
1502,ENGL,134,67,"Johnston, Sarah Ruth",MW 10:10 AM - 12:00 PM
1373,ENGL,145,02,"Bates, Brian R.",MTRF 09:10 AM - 10:00 AM
1374,ENGL,145,03,"Bates, Brian R.",MTRF 11:10 AM - 12:00 PM
1375,ENGL,145,04,"Bates, Brian R.",MTRF 12:10 PM - 01:00 PM
1437,ENGL,145,05,"Maness, Andrew J.",MTR 10:10 AM - 11:00 AM
1438,ENGL,145,06,"Maness, Andrew J.",MTR 11:10 AM - 12:00 PM
1417,ENGL,145,07,"Hennessee, David M.",MTWR 02:10 PM - 03:00 PM
1418,ENGL,145,08,"Hennessee, David M.",MTWR 04:10 PM - 05:00 PM
1389,ENGL,145,09,"Brogno, Courtney Ann",M 01:10 PM - 02:00 PM
1479,ENGL,145,10,"Starkey, Glen F.",MW 04:10 PM - 06:00 PM
1393,ENGL,145,11,"Curiel, Carol G.",M 07:10 AM - 08:00 AM
1394,ENGL,145,12,"Curiel, Carol G.",MTWR 08:10 AM - 09:00 AM
1460,ENGL,145,13,"Roberts, Mark E.",MTWR 11:10 AM - 12:00 PM
1449,ENGL,145,14,"Pinto, Sari E.",MW 06:10 PM - 08:00 PM
1480,ENGL,145,15,"Starkey, Glen F.",MW 06:10 PM - 08:00 PM
1413,ENGL,145,17,"Grieve, Sarah E.",TR 05:10 PM - 07:00 PM
1461,ENGL,145,18,"Roberts, Mark E.",M 12:10 PM - 01:00 PM
1410,ENGL,145,19,"Grieve, Sarah E.",MW 10:10 AM - 12:00 PM
1496,ENGL,145,20,"Wiley, Amy L.",TR 02:10 PM - 04:00 PM
1348,ENGL,145,21,"Peters, Jason J.",MW 12:10 PM - 02:00 PM
1423,ENGL,145,24,"Kuznetsoff, Patricia",MTWR 11:10 AM - 12:00 PM
1411,ENGL,145,25,"Grieve, Sarah E.",TR 07:10 PM - 09:00 PM
1424,ENGL,145,26,"Kuznetsoff, Patricia",MTWR 12:10 PM - 01:00 PM
1425,ENGL,145,27,"Kuznetsoff, Patricia",MTWR 02:10 PM - 03:00 PM
1426,ENGL,145,28,"Kuznetsoff, Patricia",MTW 10:10 AM - 11:00 AM
1477,ENGL,145,29,"Starkey, Glen F.",TR 05:10 PM - 07:00 PM
1478,ENGL,145,30,"Starkey, Glen F.",TR 07:10 PM - 09:00 PM
1387,ENGL,145,31,"Brogno, Courtney Ann",TR 02:10 PM - 04:00 PM
1388,ENGL,145,32,"Brogno, Courtney Ann",M 04:10 PM - 05:00 PM
1458,ENGL,145,34,"Roberts, Mark E.",MTWR 09:10 AM - 10:00 AM
1427,ENGL,145,36,"Livingston, Morgan Erin",MTWR 11:10 AM - 12:00 PM
1467,ENGL,145,39,"Senn, Melanie R.",TR 05:10 PM - 07:00 PM
1468,ENGL,145,40,"Senn, Melanie R.",TR 07:10 PM - 09:00 PM
1428,ENGL,145,41,"Livingston, Morgan Erin",MTWR 07:10 AM - 08:00 AM
1429,ENGL,145,42,"Livingston, Morgan Erin",MTWR 08:10 AM - 09:00 AM
1430,ENGL,145,43,"Livingston, Morgan Erin",MTWR 09:10 AM - 10:00 AM
1439,ENGL,145,44,"Maples, Rebekah Leah",TR 04:10 PM - 06:00 PM
1440,ENGL,145,45,"Maples, Rebekah Leah",TR 06:10 PM - 08:00 PM
1369,ENGL,145,46,"Bartel, Jonathan Eric",MWRF 08:10 AM - 09:00 AM
1370,ENGL,145,47,"Bartel, Jonathan Eric",MWRF 09:10 AM - 10:00 AM
1371,ENGL,145,48,"Bartel, Jonathan Eric",MWRF 11:10 AM - 12:00 PM
1372,ENGL,145,49,"Bartel, Jonathan Eric",MWRF 12:10 PM - 01:00 PM
1441,ENGL,145,50,"Marini, Amelia Lynn",MTWR 07:10 AM - 08:00 AM
1442,ENGL,145,51,"Marini, Amelia Lynn",M 08:10 AM - 09:00 AM
1465,ENGL,148,01,"Sanders, Kristin D.",MTW 04:10 PM - 05:00 PM
1489,ENGL,148,02,"Walters III, William E.",MTW 11:10 AM - 12:00 PM
1490,ENGL,148,03,"Walters III, William E.",MTW 01:10 PM - 02:00 PM
1491,ENGL,148,04,"Walters III, William E.",MTW 02:10 PM - 03:00 PM
1443,ENGL,149,01,"Martin-Elston, Erin J.",TWRF 07:10 AM - 08:00 AM
1444,ENGL,149,02,"Martin-Elston, Erin J.",TWRF 08:10 AM - 09:00 AM
1377,ENGL,149,03,"Bates, Jennifer Kearny",MTRF 12:10 PM - 01:00 PM
1378,ENGL,149,04,"Bates, Jennifer Kearny",MTRF 01:10 PM - 02:00 PM
1379,ENGL,149,06,"Bates, Jennifer Kearny",MTRF 03:10 PM - 04:00 PM
1380,ENGL,149,07,"Bates, Jennifer Kearny",MTRF 04:10 PM - 05:00 PM
1365,ENGL,149,08,"Banghart, Andrew Seth",MW 06:10 PM - 08:00 PM
1366,ENGL,149,09,"Banghart, Andrew Seth",MW 08:10 PM - 10:00 PM
1367,ENGL,149,10,"Banghart, Andrew Seth",TR 06:10 PM - 08:00 PM
1402,ENGL,149,11,"Gotsick, Jonathan Sawyer",MWRF 12:10 PM - 01:00 PM
1403,ENGL,149,12,"Gotsick, Jonathan Sawyer",MWRF 01:10 PM - 02:00 PM
1368,ENGL,149,13,"Banghart, Andrew Seth",TR 08:10 PM - 10:00 PM
1419,ENGL,149,14,"Johann, Sadie Joy",TWRF 07:10 AM - 08:00 AM
1420,ENGL,149,15,"Johann, Sadie Joy",TWRF 12:10 PM - 01:00 PM
1492,ENGL,149,18,"Westwood, Joel W.",MW 08:10 AM - 10:00 AM
1493,ENGL,149,19,"Westwood, Joel W.",MW 10:10 AM - 12:00 PM
1454,ENGL,149,20,"Regan, Anne M.",TWR 04:10 PM - 05:00 PM
1435,ENGL,149,21,"Maness, Andrew J.",MTR 07:10 AM - 08:00 AM
1436,ENGL,149,22,"Maness, Andrew J.",MTR 08:10 AM - 09:00 AM
1406,ENGL,149,23,"Green, Sean M.",TR 05:10 PM - 07:00 PM
1407,ENGL,149,28,"Green, Sean M.",TR 07:10 PM - 09:00 PM
1328,ENGL,202,01,"Hatch, Ryan A.",TR 02:10 PM - 04:00 PM
1311,ENGL,203,01,"Fitzhenry, William J.",TR 04:10 PM - 06:00 PM
1312,ENGL,204,01,"Fitzhenry, William J.",MW 12:10 PM - 02:00 PM
1313,ENGL,204,02,"Fitzhenry, William J.",MW 02:10 PM - 04:00 PM
1305,ENGL,230,03,"Allen, Regulus L.",TR 02:10 PM - 04:00 PM
1414,ENGL,231,01,"Hennessee, David M.",MTWR 11:10 AM - 12:00 PM
1415,ENGL,231,03,"Hennessee, David M.",MTWR 01:10 PM - 02:00 PM
1306,ENGL,240,01,"Campbell, Brad",MW 12:10 PM - 02:00 PM
1362,ENGL,240,80,"Waitinas, Catherine",T 08:10 AM - 09:00 AM
1459,ENGL,251,01,"Roberts, Mark E.",MTWR 08:10 AM - 09:00 AM
1395,ENGL,251,03,"Cushing, James B.",MW 04:10 PM - 06:00 PM
1396,ENGL,251,04,"Cushing, James B.",MW 06:10 PM - 08:00 PM
1497,ENGL,251,05,"Wiley, Amy L.",MW 02:10 PM - 04:00 PM
1498,ENGL,251,06,"Wiley, Amy L.",MW 04:10 PM - 06:00 PM
1361,ENGL,252,01,"Stegner, Paul Dustin",MW 08:10 AM - 10:00 AM
1391,ENGL,252,02,"Curiel, Carol G.",M 10:10 AM - 11:00 AM
1392,ENGL,252,03,"Curiel, Carol G.",M 11:10 AM - 12:00 PM
1450,ENGL,253,01,"Preston, Alison TJ",MTWR 11:10 AM - 12:00 PM
1451,ENGL,253,02,"Preston, Alison TJ",MTWR 12:10 PM - 01:00 PM
1447,ENGL,290,01,"Moretti, Alicia M.",MW 08:10 AM - 10:00 AM
1412,ENGL,302,01,"Grieve, Sarah E.",MW 12:10 PM - 02:00 PM
1363,ENGL,303,01,"Waitinas, Catherine",TR 09:10 AM - 11:00 AM
1324,ENGL,304,01,"Hampsey, John C.",MW 12:10 PM - 02:00 PM
1325,ENGL,304,02,"Hampsey, John C.",TR 09:10 AM - 11:00 AM
1455,ENGL,310,01,"Regan, Anne M.",TWR 03:10 PM - 04:00 PM
1456,ENGL,310,02,"Regan, Anne M.",TWR 12:10 PM - 01:00 PM
1457,ENGL,310,03,"Regan, Anne M.",TWR 01:10 PM - 02:00 PM
1399,ENGL,310,04,"Forte, Mary G.",MTWF 08:10 AM - 09:00 AM
1400,ENGL,310,05,"Forte, Mary G.",MTWF 09:10 AM - 10:00 AM
1401,ENGL,310,06,"Forte, Mary G.",MTWF 11:10 AM - 12:00 PM
1346,ENGL,319,01,"Milbourne, Chelsea Redeker",MW 04:10 PM - 06:00 PM
1397,ENGL,333,01,"Cushing, James B.",TR 08:10 PM - 10:00 PM
1334,ENGL,335,01,"Kauffmann, Krista J.",MW 04:10 PM - 06:00 PM
1335,ENGL,335,02,"Kauffmann, Krista J.",MW 06:10 PM - 08:00 PM
1385,ENGL,335,03,"Brinkmeyer, Emma Elliot",MW 05:10 PM - 07:00 PM
1386,ENGL,335,04,"Brinkmeyer, Emma Elliot",TR 06:10 PM - 08:00 PM
1358,ENGL,339,01,"Schwartz, Debora B.",TR 09:10 AM - 11:00 AM
1359,ENGL,339,02,"Schwartz, Debora B.",TR 12:10 PM - 02:00 PM
1481,ENGL,339,03,"Stegner, Nicole Ann Jacobs",MTRF 12:10 PM - 01:00 PM
1482,ENGL,339,04,"Stegner, Nicole Ann Jacobs",MTRF 01:10 PM - 02:00 PM
1483,ENGL,339,05,"Stegner, Nicole Ann Jacobs",MTRF 03:10 PM - 04:00 PM
1309,ENGL,340,01,"Easterbrook, John W.",MW 12:10 PM - 02:00 PM
1310,ENGL,340,02,"Easterbrook, John W.",MW 04:10 PM - 06:00 PM
1350,ENGL,343,01,"Pierce, Todd J.",TR 04:10 PM - 06:00 PM
1351,ENGL,343,02,"Pierce, Todd J.",TR 06:10 PM - 08:00 PM
1331,ENGL,350,01,"Inchausti, Robert L.",MW 02:10 PM - 04:00 PM
1332,ENGL,350,02,"Inchausti, Robert L.",MW 04:10 PM - 06:00 PM
1353,ENGL,351,01,"Rosenthal, Mira",TR 12:10 PM - 02:00 PM
1343,ENGL,354,01,"Marchbanks, Paul Rae",MW 10:10 AM - 12:00 PM
1344,ENGL,354,02,"Marchbanks, Paul Rae",MW 12:10 PM - 02:00 PM
1320,ENGL,361,01,"Guise, Megan Elizabeth",TR 12:10 PM - 02:00 PM
1321,ENGL,361,02,"Guise, Megan Elizabeth",N/A N/A - N/A
1337,ENGL,371,01,"Keesey, Douglas L.",TR 12:10 PM - 01:30 PM
1338,ENGL,371,02,"Keesey, Douglas L.",M 04:10 PM - 07:00 PM
1339,ENGL,371,03,"Keesey, Douglas L.",TR 01:40 PM - 03:00 PM
1340,ENGL,371,04,"Keesey, Douglas L.",M 04:10 PM - 07:00 PM
1341,ENGL,371,05,"Keesey, Douglas L.",TR 03:10 PM - 04:30 PM
1342,ENGL,371,06,"Keesey, Douglas L.",M 04:10 PM - 07:00 PM
1329,ENGL,381,03,"Hatch, Ryan A.",MW 12:10 PM - 02:00 PM
1330,ENGL,381,04,"Hatch, Ryan A.",MW 04:10 PM - 06:00 PM
1469,ENGL,387,01,"Smith, Daniel T.",MW 04:10 PM - 06:00 PM
1470,ENGL,387,02,"Smith, Daniel T.",MW 06:10 PM - 08:00 PM
1390,ENGL,388,01,"Coffman, Lisa",TR 04:10 PM - 06:00 PM
1398,ENGL,388,02,"Cushing, James B.",TR 06:10 PM - 08:00 PM
1355,ENGL,390,01,"Rubba, Johanna E.",MW 02:10 PM - 04:00 PM
1356,ENGL,400,01,"Rubba, Johanna E.",N/A N/A - N/A
1303,ENGL,408,01,"Rummell, Kathryn A.",N/A N/A - N/A
1314,ENGL,412,01,"Gillette, David D.",TR 12:10 PM - 02:00 PM
1364,ENGL,425,01,"Adrian, Jane R.",M 05:10 PM - 07:00 PM
1307,ENGL,449,01,"Campbell, Brad",MW 02:10 PM - 04:00 PM
1304,ENGL,449,02,"Rummell, Kathryn A.",MW 08:10 AM - 10:00 AM
1333,ENGL,459,01,"Inchausti, Robert L.",TR 02:10 PM - 04:00 PM
1336,ENGL,459,02,"Kauffmann, Krista J.",MW 12:10 PM - 02:00 PM
1345,ENGL,461,01,"Marchbanks, Paul Rae",N/A N/A - N/A
1352,ENGL,487,01,"Pierce, Todd J.",TR 02:10 PM - 04:00 PM
1354,ENGL,488,01,"Rosenthal, Mira",TR 02:10 PM - 04:00 PM
1448,ENGL,498,01,"Moretti, Alicia M.",MW 10:10 AM - 12:00 PM
1326,ENGL,502,01,"Hampsey, John C.",TR 06:10 PM - 08:00 PM
1360,ENGL,512,01,"Schwartz, Debora B.",TR 04:10 PM - 06:00 PM
1308,ENGL,590,01,"Campbell, Brad",MW 06:10 PM - 08:00 PM
1416,ENGL,P231,01,"Hennessee, David M.",MTWR 11:10 AM - 12:00 PM
1484,ENGL,P339,04,"Stegner, Nicole Ann Jacobs",MTRF 01:10 PM - 02:00 PM
1322,ENGL,P361,01,"Guise, Megan Elizabeth",TR 12:10 PM - 02:00 PM
1323,ENGL,P361,02,"Guise, Megan Elizabeth",N/A N/A - N/A
1357,ENGL,P390,01,"Rubba, Johanna E.",MW 02:10 PM - 04:00 PM
1327,ENGL,P502,01,"Hampsey, John C.",TR 06:10 PM - 08:00 PM
2480,ENGR,400,01,"Widmann, James M.",N/A N/A - N/A
3438,ENGR,451,01,"Crockett, Robert S.",MW 06:10 PM - 08:00 PM
3479,ENGR,460,01,"Laiho, Lily Hsu",TR 03:10 PM - 06:00 PM
2481,ENGR,460,02,"Widmann, James M.",TR 03:10 PM - 06:00 PM
3066,ENGR,460,03,"Carichner, Karla Yahr",TR 03:10 PM - 06:00 PM
3476,ENGR,460,04,"Katona, Thomas Matthew",MW 06:10 PM - 09:00 PM
2908,ENGR,460,05,"Slivovsky, Lynne A.",MW 06:10 PM - 09:00 PM
3448,ENGR,596,05,"Cardinal, Kristen O'Halloran",N/A N/A - N/A
3468,ENGR,596,13,"Griffin, Lanny V.",N/A N/A - N/A
3437,ENGR,P451,01,"Crockett, Robert S.",MW 06:10 PM - 08:00 PM
2747,ENVE,304,01,"Pal, Nirupam",TR 03:10 PM - 04:30 PM
2766,ENVE,309,01,"Thatcher, Tracy L.",TR 08:10 AM - 09:00 AM
2767,ENVE,309,02,"Thatcher, Tracy L.",F 09:10 AM - 12:00 PM
2768,ENVE,309,03,"Thatcher, Tracy L.",F 12:10 PM - 03:00 PM
2769,ENVE,309,04,"Thatcher, Tracy L.",R 12:10 PM - 03:00 PM
2781,ENVE,331,02,"El Badawy, Amro",MW 08:10 AM - 10:00 AM
2740,ENVE,400,07,"Oulton, Rebekah Lynn",N/A N/A - N/A
2723,ENVE,405,01,"Lundquist, Trygve J.",N/A N/A - N/A
2770,ENVE,407,01,"Thatcher, Tracy L.",N/A N/A - N/A
2741,ENVE,407,02,"Oulton, Rebekah Lynn",N/A N/A - N/A
2791,ENVE,436,01,"Vigil, Samuel A.",MW 12:10 PM - 02:00 PM
2748,ENVE,443,01,"Pal, Nirupam",MW 04:10 PM - 05:30 PM
2749,ENVE,443,02,"Pal, Nirupam",T 12:10 PM - 03:00 PM
2742,ENVE,450,01,"Oulton, Rebekah Lynn",TR 09:40 AM - 11:00 AM
2743,ENVE,450,02,"Oulton, Rebekah Lynn",F 09:10 AM - 12:00 PM
2724,ENVE,467,01,"Lundquist, Trygve J.",MW 08:10 AM - 11:00 AM
2744,ENVE,467,02,"Oulton, Rebekah Lynn",MW 08:10 AM - 11:00 AM
2745,ENVE,500,07,"Oulton, Rebekah Lynn",N/A N/A - N/A
2725,ENVE,536,01,"Lundquist, Trygve J.",MW 02:10 PM - 04:00 PM
2726,ENVE,599,01,"Lundquist, Trygve J.",N/A N/A - N/A
2750,ENVE,599,04,"Pal, Nirupam",N/A N/A - N/A
2746,ENVE,599,07,"Oulton, Rebekah Lynn",N/A N/A - N/A
489,ERSC,223,01,"Rees, Gordon L.",MWF 01:10 PM - 02:00 PM
490,ERSC,223,02,"Rees, Gordon L.",R 08:10 AM - 11:00 AM
491,ERSC,223,03,"Rees, Gordon L.",T 08:10 AM - 11:00 AM
458,ERSC,363,01,"Appel, Christopher S.",W 03:10 PM - 05:00 PM
4310,ERSC,400,07,"Jasbinsek, John Jeremy",N/A N/A - N/A
459,ERSC,477,01,"Appel, Christopher S.",M 04:10 PM - 05:00 PM
460,ERSC,477,04,"Appel, Christopher S.",T 12:10 PM - 03:00 PM
4279,ERSC,479,04,"Garcia, Antonio F.",N/A N/A - N/A
483,ERSC,479,05,"Malama, Bwalya",N/A N/A - N/A
4318,ERSC,479,06,"Johnston, Scott",N/A N/A - N/A
4311,ERSC,479,07,"Jasbinsek, John Jeremy",N/A N/A - N/A
478,ERSC,479,08,"Lazcano Larkin, Maria Cristina",N/A N/A - N/A
2112,ES,112,01,"Razi, Alpen",MW 04:10 PM - 06:00 PM
2119,ES,112,02,"Rodrigues, Aaron G.",MW 04:10 PM - 06:00 PM
2117,ES,112,04,"Lamoree, Elizabeth A.",MW 08:10 AM - 10:00 AM
2103,ES,114,01,"Navarro, Jenell Rae",MW 10:10 AM - 12:00 PM
2109,ES,241,01,"Pulitano, Elvira",TR 12:10 PM - 02:00 PM
2110,ES,241,02,"Pulitano, Elvira",TR 02:10 PM - 04:00 PM
2113,ES,242,01,"Razi, Alpen",MW 12:10 PM - 02:00 PM
2106,ES,243,01,"Navarro, Jr., Jose Alfredo",TR 04:10 PM - 06:00 PM
2114,ES,244,01,"Yeh, Grace I.",MW 04:10 PM - 06:00 PM
2104,ES,310,01,"Navarro, Jenell Rae",MW 12:10 PM - 02:00 PM
2105,ES,310,02,"Navarro, Jenell Rae",MW 02:10 PM - 04:00 PM
2115,ES,322,01,"Yeh, Grace I.",MW 06:10 PM - 08:00 PM
2116,ES,322,02,"Yeh, Grace I.",MW 12:10 PM - 02:00 PM
2107,ES,340,01,"Navarro, Jr., Jose Alfredo",TR 12:10 PM - 02:00 PM
2108,ES,340,02,"Navarro, Jr., Jose Alfredo",TR 02:10 PM - 04:00 PM
2098,ES,360,70,"Martin, Kathleen J.",TR 02:10 PM - 04:00 PM
2099,ES,360,71,"Martin, Kathleen J.",TR 06:10 PM - 08:00 PM
2100,ES,450,01,"Martin, Kathleen J.",TR 04:10 PM - 06:00 PM
2564,FPE,S502,01,"Pascual, Christopher C.",MW 04:10 PM - 06:00 PM
2502,FPE,S502,02,"Emberley, Richard L.",N/A N/A - N/A
2503,FPE,S502,03,"Emberley, Richard L.",MW 04:10 PM - 06:00 PM
2424,FR,102,01,"Breakstone, Lynne Rogers",MTW 03:10 PM - 04:00 PM
2425,FR,102,02,"Breakstone, Lynne Rogers",R 03:10 PM - 04:00 PM
2393,FR,102,03,"Thompson, John J.",MTW 04:10 PM - 05:00 PM
2394,FR,102,04,"Thompson, John J.",R 04:10 PM - 05:00 PM
2406,FR,202,01,"Kennelly, Brian Gordon",TR 02:10 PM - 03:30 PM
2407,FR,202,02,"Kennelly, Brian Gordon",TR 03:40 PM - 04:00 PM
2408,FR,202,03,"Kennelly, Brian Gordon",TR 04:10 PM - 05:30 PM
2409,FR,202,04,"Kennelly, Brian Gordon",TR 05:40 PM - 06:00 PM
2410,FR,305,01,"Kennelly, Brian Gordon",TR 12:10 PM - 02:00 PM
368,FSN,121,05,"Amin, Samir Chandrakant",TR 07:40 AM - 09:00 AM
369,FSN,121,06,"Amin, Samir Chandrakant",T 12:10 PM - 03:00 PM
370,FSN,121,07,"Amin, Samir Chandrakant",T 03:10 PM - 06:00 PM
432,FSN,121,08,"Deswart, Elisabeth Sierra",T 06:10 PM - 09:00 PM
390,FSN,204,01,"Kravets, Robert R.",TR 09:40 AM - 11:00 AM
391,FSN,204,02,"Kravets, Robert R.",W 08:10 AM - 11:00 AM
392,FSN,204,03,"Kravets, Robert R.",W 12:10 PM - 03:00 PM
393,FSN,204,04,"Kravets, Robert R.",M 03:10 PM - 06:00 PM
420,FSN,210,01,"Pilolla, Kari Diane",TR 09:10 AM - 11:00 AM
396,FSN,210,02,"La Frano, Michael R.",MW 12:10 PM - 02:00 PM
436,FSN,210,80,"Fosselius, Kathryn Dorothy",N/A N/A - N/A
450,FSN,230,01,"Niku, Shohreh S.",MW 04:10 PM - 05:30 PM
451,FSN,230,02,"Niku, Shohreh S.",R 08:10 AM - 11:00 AM
452,FSN,230,03,"Niku, Shohreh S.",R 12:10 PM - 03:00 PM
379,FSN,250,01,"Derelian, Doris V.",TR 12:10 PM - 02:00 PM
433,FSN,250,02,"Elliston, Sharon Christine",TR 02:10 PM - 04:00 PM
406,FSN,250,80,"Nazmi, Aydin",N/A N/A - N/A
447,FSN,310,01,"Kohlen, Corinne Rose",MW 08:10 AM - 10:00 AM
400,FSN,311,01,"Lammert, Amy Marie",TR 07:40 AM - 09:00 AM
401,FSN,311,02,"Lammert, Amy Marie",M 09:10 AM - 12:00 PM
402,FSN,311,03,"Lammert, Amy Marie",M 12:10 PM - 03:00 PM
403,FSN,311,04,"Lammert, Amy Marie",M 03:10 PM - 06:00 PM
448,FSN,315,01,"Kohlen, Corinne Rose",TR 09:10 AM - 11:00 AM
410,FSN,321,01,"Nicholson, Lisa M.",TR 04:40 PM - 06:00 PM
411,FSN,321,02,"Nicholson, Lisa M.",W 09:10 AM - 12:00 PM
425,FSN,328,01,"Reaves, Scott K.",MW 04:10 PM - 06:00 PM
397,FSN,329,01,"La Frano, Michael R.",TR 03:10 PM - 04:30 PM
426,FSN,329,02,"Reaves, Scott K.",F 08:10 AM - 11:00 AM
427,FSN,329,03,"Reaves, Scott K.",F 12:10 PM - 03:00 PM
438,FSN,343,01,"Grant-Holcomb, Arlene F.",T 06:10 PM - 08:00 PM
439,FSN,343,02,"Grant-Holcomb, Arlene F.",F 09:10 AM - 12:00 PM
440,FSN,343,03,"Grant-Holcomb, Arlene F.",F 12:10 PM - 03:00 PM
441,FSN,344,01,"Grant-Holcomb, Arlene F.",TR 01:40 PM - 03:00 PM
442,FSN,344,02,"Grant-Holcomb, Arlene F.",W 12:10 PM - 03:00 PM
443,FSN,344,03,"Grant-Holcomb, Arlene F.",W 03:10 PM - 06:00 PM
365,FSN,364,01,"Ubbink, Johan",TR 01:40 PM - 03:00 PM
366,FSN,364,02,"Ubbink, Johan",W 09:10 AM - 12:00 PM
372,FSN,368,01,"Castro Lizano, Luis Fernando",MW 06:10 PM - 07:30 PM
373,FSN,368,02,"Castro Lizano, Luis Fernando",M 12:10 PM - 03:00 PM
374,FSN,368,03,"Castro Lizano, Luis Fernando",R 12:10 PM - 03:00 PM
375,FSN,370,01,"Choudhury, Gour S.",TR 04:10 PM - 06:00 PM
376,FSN,374,01,"Choudhury, Gour S.",TR 12:10 PM - 02:00 PM
380,FSN,415,01,"Derelian, Doris V.",WF 10:10 AM - 12:00 PM
412,FSN,417,01,"Nicholson, Lisa M.",TR 09:10 AM - 11:00 AM
407,FSN,420,01,"Nazmi, Aydin",TR 04:10 PM - 06:00 PM
414,FSN,429,01,"Papathakis, Peggy C.",MW 07:40 AM - 09:00 AM
415,FSN,429,02,"Papathakis, Peggy C.",R 08:10 AM - 11:00 AM
416,FSN,429,03,"Papathakis, Peggy C.",R 12:10 PM - 03:00 PM
421,FSN,430,01,"Pilolla, Kari Diane",TR 12:10 PM - 01:30 PM
422,FSN,430,02,"Pilolla, Kari Diane",M 09:10 AM - 12:00 PM
423,FSN,430,03,"Pilolla, Kari Diane",M 12:10 PM - 03:00 PM
382,FSN,444,01,"Jung, Stephanie",TR 09:40 AM - 11:00 AM
383,FSN,444,02,"Jung, Stephanie",F 09:10 AM - 12:00 PM
384,FSN,444,03,"Jung, Stephanie",F 12:10 PM - 03:00 PM
377,FSN,461,02,"Choudhury, Gour S.",F 06:10 PM - 09:00 PM
408,FSN,461,03,"Nazmi, Aydin",N/A N/A - N/A
428,FSN,461,04,"Reaves, Scott K.",N/A N/A - N/A
413,FSN,461,05,"Nicholson, Lisa M.",N/A N/A - N/A
394,FSN,461,07,"Kravets, Robert R.",N/A N/A - N/A
381,FSN,461,08,"Derelian, Doris V.",N/A N/A - N/A
424,FSN,461,09,"Pilolla, Kari Diane",N/A N/A - N/A
417,FSN,461,12,"Papathakis, Peggy C.",N/A N/A - N/A
437,FSN,461,14,"Fosselius, Kathryn Dorothy",N/A N/A - N/A
444,FSN,461,18,"Grant-Holcomb, Arlene F.",N/A N/A - N/A
449,FSN,461,19,"Kohlen, Corinne Rose",N/A N/A - N/A
398,FSN,461,20,"La Frano, Michael R.",N/A N/A - N/A
434,FSN,461,21,"Elliston, Sharon Christine",N/A N/A - N/A
395,FSN,462,02,"Kravets, Robert R.",N/A N/A - N/A
378,FSN,462,03,"Choudhury, Gour S.",N/A N/A - N/A
404,FSN,462,05,"Lammert, Amy Marie",N/A N/A - N/A
385,FSN,462,06,"Jung, Stephanie",N/A N/A - N/A
371,FSN,462,09,"Amin, Samir Chandrakant",N/A N/A - N/A
409,FSN,500,01,"Nazmi, Aydin",N/A N/A - N/A
418,FSN,500,04,"Papathakis, Peggy C.",N/A N/A - N/A
429,FSN,500,07,"Reaves, Scott K.",N/A N/A - N/A
399,FSN,529,01,"La Frano, Michael R.",MW 03:10 PM - 04:00 PM
386,FSN,581,01,"Jung, Stephanie",T 01:10 PM - 04:00 PM
387,FSN,599,03,"Jung, Stephanie",N/A N/A - N/A
419,FSN,599,04,"Papathakis, Peggy C.",N/A N/A - N/A
405,FSN,599,05,"Lammert, Amy Marie",N/A N/A - N/A
430,FSN,599,09,"Reaves, Scott K.",N/A N/A - N/A
367,FSN,P121,05,"Amin, Samir Chandrakant",TR 07:40 AM - 09:00 AM
431,FSN,P121,08,"Deswart, Elisabeth Sierra",T 06:10 PM - 09:00 PM
388,FSN,P204,01,"Kravets, Robert R.",TR 09:40 AM - 11:00 AM
