,Department,Course,Section,Instructor,Time
2114,ES,340,02,"Navarro, Jr., Jose Alfredo",TR 02:10 PM - 04:00 PM
2104,ES,360,70,"Martin, Kathleen J.",TR 02:10 PM - 04:00 PM
2105,ES,360,71,"Martin, Kathleen J.",TR 06:10 PM - 08:00 PM
2106,ES,450,01,"Martin, Kathleen J.",TR 04:10 PM - 06:00 PM
2563,FPE,S502,01,"Pascual, Christopher C.",MW 04:10 PM - 06:00 PM
2501,FPE,S502,02,"Emberley, Richard L.",N/A N/A - N/A
2502,FPE,S502,03,"Emberley, Richard L.",MW 04:10 PM - 06:00 PM
2430,FR,102,01,"Breakstone, Lynne Rogers",MTW 03:10 PM - 04:00 PM
2431,FR,102,02,"Breakstone, Lynne Rogers",R 03:10 PM - 04:00 PM
2399,FR,102,03,"Thompson, John J.",MTW 04:10 PM - 05:00 PM
2400,FR,102,04,"Thompson, John J.",R 04:10 PM - 05:00 PM
2412,FR,202,01,"Kennelly, Brian Gordon",TR 02:10 PM - 03:30 PM
2413,FR,202,02,"Kennelly, Brian Gordon",TR 03:40 PM - 04:00 PM
2414,FR,202,03,"Kennelly, Brian Gordon",TR 04:10 PM - 05:30 PM
2415,FR,202,04,"Kennelly, Brian Gordon",TR 05:40 PM - 06:00 PM
2416,FR,305,01,"Kennelly, Brian Gordon",TR 12:10 PM - 02:00 PM
367,FSN,121,05,"Amin, Samir Chandrakant",TR 07:40 AM - 09:00 AM
368,FSN,121,06,"Amin, Samir Chandrakant",T 12:10 PM - 03:00 PM
369,FSN,121,07,"Amin, Samir Chandrakant",T 03:10 PM - 06:00 PM
431,FSN,121,08,"Deswart, Elisabeth Sierra",T 06:10 PM - 09:00 PM
388,FSN,204,01,"Kravets, Robert R.",TR 09:40 AM - 11:00 AM
389,FSN,204,02,"Kravets, Robert R.",W 08:10 AM - 11:00 AM
390,FSN,204,03,"Kravets, Robert R.",W 12:10 PM - 03:00 PM
391,FSN,204,04,"Kravets, Robert R.",M 03:10 PM - 06:00 PM
420,FSN,210,01,"Pilolla, Kari Diane",TR 09:10 AM - 11:00 AM
396,FSN,210,02,"La Frano, Michael R.",MW 12:10 PM - 02:00 PM
435,FSN,210,80,"Fosselius, Kathryn Dorothy",N/A N/A - N/A
454,FSN,230,01,"Niku, Shohreh S.",MW 04:10 PM - 05:30 PM
455,FSN,230,02,"Niku, Shohreh S.",R 08:10 AM - 11:00 AM
456,FSN,230,03,"Niku, Shohreh S.",R 12:10 PM - 03:00 PM
379,FSN,250,01,"Derelian, Doris V.",TR 12:10 PM - 02:00 PM
433,FSN,250,02,"Elliston, Sharon Christine",TR 02:10 PM - 04:00 PM
406,FSN,250,80,"Nazmi, Aydin",N/A N/A - N/A
445,FSN,310,01,"Kohlen, Corinne Rose",MW 08:10 AM - 10:00 AM
400,FSN,311,01,"Lammert, Amy Marie",TR 07:40 AM - 09:00 AM
401,FSN,311,02,"Lammert, Amy Marie",M 09:10 AM - 12:00 PM
402,FSN,311,03,"Lammert, Amy Marie",M 12:10 PM - 03:00 PM
403,FSN,311,04,"Lammert, Amy Marie",M 03:10 PM - 06:00 PM
446,FSN,315,01,"Kohlen, Corinne Rose",TR 09:10 AM - 11:00 AM
410,FSN,321,01,"Nicholson, Lisa M.",TR 04:40 PM - 06:00 PM
411,FSN,321,02,"Nicholson, Lisa M.",W 09:10 AM - 12:00 PM
425,FSN,328,01,"Reaves, Scott K.",MW 04:10 PM - 06:00 PM
397,FSN,329,01,"La Frano, Michael R.",TR 03:10 PM - 04:30 PM
426,FSN,329,02,"Reaves, Scott K.",F 08:10 AM - 11:00 AM
427,FSN,329,03,"Reaves, Scott K.",F 12:10 PM - 03:00 PM
438,FSN,343,01,"Grant-Holcomb, Arlene F.",T 06:10 PM - 08:00 PM
439,FSN,343,02,"Grant-Holcomb, Arlene F.",F 09:10 AM - 12:00 PM
440,FSN,343,03,"Grant-Holcomb, Arlene F.",F 12:10 PM - 03:00 PM
441,FSN,344,01,"Grant-Holcomb, Arlene F.",TR 01:40 PM - 03:00 PM
442,FSN,344,02,"Grant-Holcomb, Arlene F.",W 12:10 PM - 03:00 PM
443,FSN,344,03,"Grant-Holcomb, Arlene F.",W 03:10 PM - 06:00 PM
365,FSN,364,01,"Ubbink, Johan",TR 01:40 PM - 03:00 PM
366,FSN,364,02,"Ubbink, Johan",W 09:10 AM - 12:00 PM
372,FSN,368,01,"Castro Lizano, Luis Fernando",MW 06:10 PM - 07:30 PM
373,FSN,368,02,"Castro Lizano, Luis Fernando",M 12:10 PM - 03:00 PM
374,FSN,368,03,"Castro Lizano, Luis Fernando",R 12:10 PM - 03:00 PM
375,FSN,370,01,"Choudhury, Gour S.",TR 04:10 PM - 06:00 PM
376,FSN,374,01,"Choudhury, Gour S.",TR 12:10 PM - 02:00 PM
380,FSN,415,01,"Derelian, Doris V.",WF 10:10 AM - 12:00 PM
412,FSN,417,01,"Nicholson, Lisa M.",TR 09:10 AM - 11:00 AM
407,FSN,420,01,"Nazmi, Aydin",TR 04:10 PM - 06:00 PM
414,FSN,429,01,"Papathakis, Peggy C.",MW 07:40 AM - 09:00 AM
415,FSN,429,02,"Papathakis, Peggy C.",R 08:10 AM - 11:00 AM
416,FSN,429,03,"Papathakis, Peggy C.",R 12:10 PM - 03:00 PM
421,FSN,430,01,"Pilolla, Kari Diane",TR 12:10 PM - 01:30 PM
422,FSN,430,02,"Pilolla, Kari Diane",M 09:10 AM - 12:00 PM
423,FSN,430,03,"Pilolla, Kari Diane",M 12:10 PM - 03:00 PM
382,FSN,444,01,"Jung, Stephanie",TR 09:40 AM - 11:00 AM
383,FSN,444,02,"Jung, Stephanie",F 09:10 AM - 12:00 PM
384,FSN,444,03,"Jung, Stephanie",F 12:10 PM - 03:00 PM
377,FSN,461,02,"Choudhury, Gour S.",F 06:10 PM - 09:00 PM
408,FSN,461,03,"Nazmi, Aydin",N/A N/A - N/A
428,FSN,461,04,"Reaves, Scott K.",N/A N/A - N/A
413,FSN,461,05,"Nicholson, Lisa M.",N/A N/A - N/A
392,FSN,461,07,"Kravets, Robert R.",N/A N/A - N/A
381,FSN,461,08,"Derelian, Doris V.",N/A N/A - N/A
424,FSN,461,09,"Pilolla, Kari Diane",N/A N/A - N/A
417,FSN,461,12,"Papathakis, Peggy C.",N/A N/A - N/A
436,FSN,461,14,"Fosselius, Kathryn Dorothy",N/A N/A - N/A
444,FSN,461,18,"Grant-Holcomb, Arlene F.",N/A N/A - N/A
447,FSN,461,19,"Kohlen, Corinne Rose",N/A N/A - N/A
398,FSN,461,20,"La Frano, Michael R.",N/A N/A - N/A
434,FSN,461,21,"Elliston, Sharon Christine",N/A N/A - N/A
393,FSN,462,02,"Kravets, Robert R.",N/A N/A - N/A
378,FSN,462,03,"Choudhury, Gour S.",N/A N/A - N/A
404,FSN,462,05,"Lammert, Amy Marie",N/A N/A - N/A
385,FSN,462,06,"Jung, Stephanie",N/A N/A - N/A
370,FSN,462,09,"Amin, Samir Chandrakant",N/A N/A - N/A
409,FSN,500,01,"Nazmi, Aydin",N/A N/A - N/A
418,FSN,500,04,"Papathakis, Peggy C.",N/A N/A - N/A
429,FSN,500,07,"Reaves, Scott K.",N/A N/A - N/A
399,FSN,529,01,"La Frano, Michael R.",MW 03:10 PM - 04:00 PM
386,FSN,581,01,"Jung, Stephanie",T 01:10 PM - 04:00 PM
387,FSN,599,03,"Jung, Stephanie",N/A N/A - N/A
419,FSN,599,04,"Papathakis, Peggy C.",N/A N/A - N/A
405,FSN,599,05,"Lammert, Amy Marie",N/A N/A - N/A
430,FSN,599,09,"Reaves, Scott K.",N/A N/A - N/A
371,FSN,P121,05,"Amin, Samir Chandrakant",TR 07:40 AM - 09:00 AM
432,FSN,P121,08,"Deswart, Elisabeth Sierra",T 06:10 PM - 09:00 PM
394,FSN,P204,01,"Kravets, Robert R.",TR 09:40 AM - 11:00 AM
395,FSN,P204,04,"Kravets, Robert R.",M 03:10 PM - 06:00 PM
448,FSN,P310,01,"Kohlen, Corinne Rose",MW 08:10 AM - 10:00 AM
449,FSN,P315,01,"Kohlen, Corinne Rose",TR 09:10 AM - 11:00 AM
437,FSN,S541,01,"Fosselius, Kathryn Dorothy",MTWRF 08:00 AM - 05:00 PM
1969,GEOG,150,01,"Pompeii, Brian J.",TR 09:10 AM - 11:00 AM
1925,GEOG,150,02,"Funston-Timms, Benjamin F.",TR 12:10 PM - 02:00 PM
1932,GEOG,308,01,"Keese, James R.",TR 06:10 PM - 08:00 PM
1933,GEOG,308,02,"Keese, James R.",TR 04:10 PM - 06:00 PM
1970,GEOG,318,01,"Pompeii, Brian J.",MW 08:10 AM - 09:00 AM
1971,GEOG,318,02,"Pompeii, Brian J.",MW 09:10 AM - 12:00 PM
1926,GEOG,328,01,"Funston-Timms, Benjamin F.",TR 04:40 PM - 06:00 PM
1927,GEOG,328,02,"Funston-Timms, Benjamin F.",W 12:10 PM - 02:00 PM
1939,GEOG,333,01,"Preston, William L.",TR 12:10 PM - 02:00 PM
1940,GEOG,333,02,"Preston, William L.",TR 04:10 PM - 06:00 PM
1934,GEOG,370,01,"Keese, James R.",MW 02:10 PM - 04:00 PM
1941,GEOG,461,03,"Preston, William L.",N/A N/A - N/A
1928,GEOG,461,04,"Funston-Timms, Benjamin F.",N/A N/A - N/A
1924,GEOG,462,04,"Funston-Timms, Benjamin F.",N/A N/A - N/A
1947,GEOG,465,01,"Rucas, Stacey",N/A N/A - N/A
4316,GEOL,102,01,"Jasbinsek, John Jeremy",MWF 08:10 AM - 09:00 AM
4317,GEOL,102,02,"Jasbinsek, John Jeremy",M 10:10 AM - 11:00 AM
4318,GEOL,102,03,"Jasbinsek, John Jeremy",M 11:10 AM - 12:00 PM
4319,GEOL,102,04,"Jasbinsek, John Jeremy",W 10:10 AM - 11:00 AM
4320,GEOL,102,05,"Jasbinsek, John Jeremy",W 11:10 AM - 12:00 PM
4324,GEOL,201,01,"Johnston, Scott",MWF 09:10 AM - 10:00 AM
4325,GEOL,201,02,"Johnston, Scott",MWF 11:10 AM - 12:00 PM
4285,GEOL,203,01,"Garcia, Antonio F.",TR 09:40 AM - 11:00 AM
4287,GEOL,203,02,"Garcia, Antonio F.",T 12:10 PM - 01:00 PM
4288,GEOL,203,03,"Garcia, Antonio F.",T 01:10 PM - 02:00 PM
4289,GEOL,241,01,"Garcia, Antonio F.",M 12:10 PM - 03:00 PM
4290,GEOL,241,02,"Garcia, Antonio F.",R 12:10 PM - 03:00 PM
4327,GEOL,310,01,"Johnston, Scott",TR 03:10 PM - 04:30 PM
4328,GEOL,310,02,"Johnston, Scott",W 12:10 PM - 03:00 PM
4329,GEOL,400,01,"Johnston, Scott",N/A N/A - N/A
4291,GEOL,401,01,"Garcia, Antonio F.",F 12:10 PM - 01:00 PM
4292,GEOL,401,02,"Garcia, Antonio F.",F 01:10 PM - 07:00 PM
2402,GER,102,01,"Anderson, Christian Sean",MTW 01:10 PM - 02:00 PM
2403,GER,102,02,"Anderson, Christian Sean",R 01:10 PM - 02:00 PM
2404,GER,102,03,"Anderson, Christian Sean",MTW 02:10 PM - 03:00 PM
2405,GER,102,04,"Anderson, Christian Sean",R 02:10 PM - 03:00 PM
2432,GER,202,01,"Browne, Angelica",TR 12:10 PM - 01:30 PM
2433,GER,202,02,"Browne, Angelica",TR 01:40 PM - 02:00 PM
2434,GER,302,01,"Browne, Angelica",TR 09:10 AM - 11:00 AM
2406,GER,P102,03,"Anderson, Christian Sean",MTW 02:10 PM - 03:00 PM
2407,GER,P102,04,"Anderson, Christian Sean",R 02:10 PM - 03:00 PM
2301,GRC,200,02,"Donegan, Lorraine D.",N/A N/A - N/A
2344,GRC,201,01,"Vees, Dina Mary",MW 02:10 PM - 03:00 PM
2355,GRC,201,02,"Farber, Jeffrey Jon",T 12:10 PM - 03:00 PM
2367,GRC,201,03,"Small, Lyndee Sing",F 08:10 AM - 11:00 AM
2368,GRC,201,04,"Small, Lyndee Sing",F 12:10 PM - 03:00 PM
2318,GRC,202,01,"Lawler, Brian P.",MW 09:10 AM - 10:00 AM
2319,GRC,202,02,"Lawler, Brian P.",M 03:10 PM - 06:00 PM
2320,GRC,202,03,"Lawler, Brian P.",T 12:10 PM - 03:00 PM
2374,GRC,204,80,"Speer, Douglas E.",N/A N/A - N/A
2327,GRC,211,02,"Rong, Xiaoying",W 09:10 AM - 12:00 PM
2328,GRC,211,03,"Rong, Xiaoying",W 12:10 PM - 03:00 PM
2329,GRC,211,04,"Rong, Xiaoying",W 03:10 PM - 06:00 PM
2330,GRC,211,70,"Rong, Xiaoying",TR 09:40 AM - 11:00 AM
2331,GRC,212,70,"Rong, Xiaoying",TR 09:40 AM - 11:00 AM
2302,GRC,218,01,"Donegan, Lorraine D.",WF 07:40 AM - 09:00 AM
2303,GRC,218,02,"Donegan, Lorraine D.",W 09:10 AM - 12:00 PM
2304,GRC,218,03,"Donegan, Lorraine D.",W 12:10 PM - 03:00 PM
2369,GRC,218,04,"Small, Lyndee Sing",W 03:10 PM - 06:00 PM
2309,GRC,316,01,"Keif, Malcolm G.",MW 10:10 AM - 11:00 AM
2310,GRC,316,02,"Keif, Malcolm G.",M 12:10 PM - 03:00 PM
2311,GRC,316,03,"Keif, Malcolm G.",W 12:10 PM - 03:00 PM
2312,GRC,316,04,"Keif, Malcolm G.",W 03:10 PM - 06:00 PM
2361,GRC,324,02,"Rivera, Gordon A.",M 06:10 PM - 09:00 PM
2375,GRC,324,03,"Speer, Douglas E.",T 06:10 PM - 09:00 PM
2362,GRC,324,04,"Rivera, Gordon A.",R 06:10 PM - 09:00 PM
2376,GRC,324,70,"Templeton, Donna Cherise",WF 12:10 PM - 01:00 PM
2377,GRC,325,70,"Templeton, Donna Cherise",WF 12:10 PM - 01:00 PM
2378,GRC,329,01,"Templeton, Donna Cherise",WF 11:10 AM - 12:00 PM
2379,GRC,329,02,"Templeton, Donna Cherise",T 06:10 PM - 09:00 PM
2380,GRC,329,03,"Templeton, Donna Cherise",W 08:10 AM - 11:00 AM
2381,GRC,329,04,"Templeton, Donna Cherise",F 08:10 AM - 11:00 AM
2321,GRC,331,01,"Lawler, Brian P.",TR 03:10 PM - 04:30 PM
2322,GRC,331,02,"Lawler, Brian P.",M 12:10 PM - 02:00 PM
2323,GRC,331,03,"Lawler, Brian P.",T 09:10 AM - 11:00 AM
2324,GRC,331,04,"Lawler, Brian P.",R 12:10 PM - 02:00 PM
2335,GRC,337,01,"Twomey, Colleen Larkin",WF 11:10 AM - 12:00 PM
2336,GRC,337,02,"Twomey, Colleen Larkin",F 08:10 AM - 11:00 AM
2337,GRC,337,03,"Twomey, Colleen Larkin",F 12:10 PM - 03:00 PM
2345,GRC,338,01,"Vees, Dina Mary",TR 01:40 PM - 03:00 PM
2346,GRC,338,02,"Vees, Dina Mary",T 03:10 PM - 06:00 PM
2347,GRC,338,03,"Vees, Dina Mary",W 08:10 AM - 11:00 AM
2383,GRC,338,04,"Johnson, Eric Reed",R 06:10 PM - 09:00 PM
2348,GRC,377,01,"Bradley, Ivan W.",MW 04:40 PM - 06:00 PM
2349,GRC,377,02,"Bradley, Ivan W.",M 06:10 PM - 09:00 PM
2350,GRC,377,03,"Bradley, Ivan W.",W 06:10 PM - 09:00 PM
2351,GRC,377,04,"Bradley, Ivan W.",T 06:10 PM - 09:00 PM
2352,GRC,377,05,"Elliott, April Dawn",TR 12:10 PM - 01:30 PM
2353,GRC,377,06,"Elliott, April Dawn",T 08:10 AM - 11:00 AM
2354,GRC,377,07,"Elliott, April Dawn",R 08:10 AM - 11:00 AM
2294,GRC,400,01,"Macro, Jr., Kenneth L.",N/A N/A - N/A
2325,GRC,400,04,"Lawler, Brian P.",N/A N/A - N/A
2308,GRC,400,08,"Farber, Charmaine Ann",N/A N/A - N/A
2338,GRC,400,09,"Twomey, Colleen Larkin",N/A N/A - N/A
2313,GRC,403,01,"Keif, Malcolm G.",TR 09:40 AM - 11:00 AM
2314,GRC,403,02,"Keif, Malcolm G.",T 12:10 PM - 03:00 PM
2315,GRC,403,03,"Keif, Malcolm G.",T 03:10 PM - 06:00 PM
2339,GRC,411,01,"Twomey, Colleen Larkin",TR 12:10 PM - 01:30 PM
2340,GRC,411,02,"Twomey, Colleen Larkin",W 12:10 PM - 02:00 PM
2341,GRC,411,03,"Twomey, Colleen Larkin",R 03:10 PM - 05:00 PM
2298,GRC,422,01,"Cooper, Kevin L.",MW 07:40 AM - 09:00 AM
2299,GRC,422,02,"Cooper, Kevin L.",M 09:10 AM - 12:00 PM
2300,GRC,422,03,"Cooper, Kevin L.",W 09:10 AM - 12:00 PM
2358,GRC,429,01,"Michael, John Warren",M 05:10 PM - 07:00 PM
2359,GRC,429,02,"Michael, John Warren",R 03:10 PM - 06:00 PM
2360,GRC,429,03,"Michael, John Warren",R 06:10 PM - 09:00 PM
2305,GRC,439,01,"Donegan, Lorraine D.",TR 07:40 AM - 09:00 AM
2306,GRC,439,02,"Donegan, Lorraine D.",R 12:10 PM - 03:00 PM
2307,GRC,439,03,"Donegan, Lorraine D.",F 09:10 AM - 12:00 PM
2366,GRC,451,02,"Schaffel, Robert Steven",F 12:10 PM - 03:00 PM
2365,GRC,452,01,"Romano, Frank",W 12:10 PM - 03:00 PM
2332,GRC,460,01,"Schlosser, Peter A.",M 12:10 PM - 01:00 PM
2333,GRC,460,02,"Schlosser, Peter A.",T 03:10 PM - 05:00 PM
2334,GRC,460,03,"Schlosser, Peter A.",W 03:10 PM - 05:00 PM
2326,GRC,461,06,"Lawler, Brian P.",N/A N/A - N/A
2342,GRC,461,07,"Twomey, Colleen Larkin",N/A N/A - N/A
2363,GRC,461,09,"Rivera, Gordon A.",N/A N/A - N/A
2370,GRC,461,10,"Small, Lyndee Sing",N/A N/A - N/A
2371,GRC,472,01,"Small, Lyndee Sing",T 06:10 PM - 08:00 PM
2372,GRC,473,01,"Small, Lyndee Sing",M 03:10 PM - 05:00 PM
2295,GRC,485,01,"Macro, Jr., Kenneth L.",N/A N/A - N/A
2343,GRC,485,04,"Twomey, Colleen Larkin",N/A N/A - N/A
2296,GRC,495,01,"Macro, Jr., Kenneth L.",N/A N/A - N/A
2297,GRC,500,02,"Macro, Jr., Kenneth L.",N/A N/A - N/A
2316,GRC,P316,01,"Keif, Malcolm G.",MW 10:10 AM - 11:00 AM
2317,GRC,P316,04,"Keif, Malcolm G.",W 03:10 PM - 06:00 PM
2364,GRC,P324,02,"Rivera, Gordon A.",M 06:10 PM - 09:00 PM
2382,GRC,P324,70,"Templeton, Donna Cherise",WF 12:10 PM - 01:00 PM
2373,GRC,P472,01,"Small, Lyndee Sing",T 06:10 PM - 08:00 PM
984,GSA,S539,01,"Mock, Rodney Patrick",N/A N/A - N/A
977,GSA,S543,01,"Hunt III, Herbert G.",MW 04:10 PM - 06:00 PM
971,GSA,S545,01,"Bordeman, Adam J.",MW 08:10 AM - 10:00 AM
989,GSA,S552,01,"Westermann, Kimberly D.",MW 02:10 PM - 04:00 PM
1210,GSB,500,01,"Khurana, Beena",N/A N/A - N/A
1051,GSB,523,01,"Sullivan, Dennis H.",MW 10:10 AM - 12:00 PM
1188,GSB,524,01,"Hess, Jeffrey S.",TR 02:10 PM - 04:00 PM
1160,GSB,531,01,"Bednarek, Ziemowit Konrad",TR 09:10 AM - 11:00 AM
1123,GSB,556,01,"York, Jonathan Lind",TR 12:10 PM - 02:00 PM
1077,GSB,595,01,"Shani, Abraham B.",MW 08:10 AM - 10:00 AM
1054,GSB,S503,01,"Coget, Jean-Francois Axel Hugues",F 10:10 AM - 02:00 PM
1062,GSB,S530,01,"Chen, Lei-da",MW 08:10 AM - 10:00 AM
1033,GSE,S512,01,"Fisher, Eric",TR 12:10 PM - 02:00 PM
1162,GSE,S522,01,"Durham, Garland Bennett",TR 04:10 PM - 06:00 PM
1037,GSE,S526,01,"Flores, Carlos Arturo",MW 02:10 PM - 04:00 PM
1028,GSE,S580,01,"Hamilton, Stephen F.",F 04:10 PM - 05:00 PM
1533,HIST,100,01,"Loberg, Molly J.",MW 06:10 PM - 07:00 PM
1579,HIST,110,01,"Linn, Jason",TR 09:10 AM - 11:00 AM
1534,HIST,111,01,"Loberg, Molly J.",MTWR 03:10 PM - 04:00 PM
1583,HIST,111,02,"Perry, Nathan William",TR 12:10 PM - 02:00 PM
1586,HIST,201,01,"Wilson, Jonathan D.",TR 07:10 AM - 09:00 AM
1568,HIST,202,06,"Carver, Michael M.",MW 02:10 PM - 04:00 PM
1573,HIST,202,10,"Hall, Roger H.",MW 04:10 PM - 06:00 PM
1546,HIST,202,11,"Orth, Joel J.",MTWR 12:10 PM - 01:00 PM
1547,HIST,202,12,"Orth, Joel J.",MTWR 02:10 PM - 03:00 PM
1569,HIST,202,13,"Domber, Gregory Frank",MW 02:10 PM - 04:00 PM
1570,HIST,202,14,"Domber, Gregory Frank",TR 07:10 AM - 09:00 AM
1558,HIST,206,01,"Bodemer, Margaret Suzanne Barnhill",MW 10:10 AM - 12:00 PM
1555,HIST,207,01,"Barnes, Timothy M.",MTWR 07:10 AM - 08:00 AM
1556,HIST,207,02,"Barnes, Timothy M.",MTWR 08:10 AM - 09:00 AM
1564,HIST,208,01,"Cairns, Kathleen A.",MW 02:10 PM - 04:00 PM
1528,HIST,210,01,"Hopper, Matthew S.",TR 02:10 PM - 04:00 PM
1580,HIST,210,02,"Linn, Jason",MW 10:10 AM - 12:00 PM
1571,HIST,213,01,"Domber, Gregory Frank",MW 10:10 AM - 12:00 PM
1575,HIST,214,01,"Jones, Cameron D.",TR 04:10 PM - 06:00 PM
1581,HIST,221,01,"Linn, Jason",MW 12:10 PM - 02:00 PM
1522,HIST,223,01,"Firpo, Christina E.",TR 12:10 PM - 02:00 PM
1543,HIST,223,03,"Onate-Madrazo, Andrea",TR 04:10 PM - 06:00 PM
1584,HIST,223,04,"Perry, Nathan William",TR 09:10 AM - 11:00 AM
1544,HIST,223,06,"Onate-Madrazo, Andrea",MW 10:10 AM - 12:00 PM
1540,HIST,303,01,"Morris, Andrew D.",TR 09:10 AM - 11:00 AM
1511,HIST,304,01,"Call, Lewis W.",TR 01:40 PM - 03:00 PM
1529,HIST,304,02,"Hopper, Matthew S.",TR 12:10 PM - 01:30 PM
1524,HIST,306,01,"Hiltpold, Paul J.",MW 12:10 PM - 02:00 PM
1525,HIST,306,02,"Hiltpold, Paul J.",MW 06:10 PM - 08:00 PM
1526,HIST,306,03,"Hiltpold, Paul J.",TR 12:10 PM - 02:00 PM
1576,HIST,308,01,"Jones, Cameron D.",TR 02:10 PM - 04:00 PM
1577,HIST,308,02,"Jones, Cameron D.",MW 02:10 PM - 04:00 PM
1554,HIST,317,80,"Trice, Thomas R.",N/A N/A - N/A
1559,HIST,319,01,"Bodemer, Margaret Suzanne Barnhill",TR 07:10 AM - 09:00 AM
1560,HIST,319,02,"Bodemer, Margaret Suzanne Barnhill",TR 12:10 PM - 02:00 PM
1517,HIST,322,01,"Bridger, Sarah",MW 12:10 PM - 02:00 PM
1518,HIST,322,02,"Bridger, Sarah",MW 04:10 PM - 06:00 PM
1565,HIST,336,01,"Carver, Michael M.",TR 04:10 PM - 06:00 PM
1566,HIST,336,02,"Carver, Michael M.",MW 10:10 AM - 12:00 PM
1548,HIST,339,01,"Reid, Anne M.",TR 04:40 PM - 06:00 PM
1582,HIST,350,01,"Perry, Nathan William",TR 07:10 AM - 09:00 AM
1535,HIST,416,01,"Morris, Andrew D.",TR 12:10 PM - 01:30 PM
1519,HIST,421,01,"Firpo, Christina E.",TR 02:10 PM - 04:00 PM
1545,HIST,425,01,"Orth, Joel J.",M 05:10 PM - 06:00 PM
1562,HIST,435,70,"Cairns, Kathleen A.",MW 04:40 PM - 06:00 PM
1509,HIST,460,01,"Call, Lewis W.",N/A N/A - N/A
1514,HIST,460,02,"Bridger, Sarah",N/A N/A - N/A
1530,HIST,460,03,"Loberg, Molly J.",N/A N/A - N/A
1536,HIST,460,04,"Morris, Andrew D.",N/A N/A - N/A
1520,HIST,460,05,"Firpo, Christina E.",N/A N/A - N/A
1549,HIST,460,06,"Reid, Anne M.",N/A N/A - N/A
1523,HIST,460,07,"Foroohar, Manzar",N/A N/A - N/A
1552,HIST,460,08,"Trice, Thomas R.",N/A N/A - N/A
1557,HIST,460,09,"Bodemer, Margaret Suzanne Barnhill",N/A N/A - N/A
1563,HIST,460,10,"Cairns, Kathleen A.",N/A N/A - N/A
1574,HIST,460,11,"Jones, Cameron D.",N/A N/A - N/A
1510,HIST,461,01,"Call, Lewis W.",N/A N/A - N/A
1515,HIST,461,02,"Bridger, Sarah",N/A N/A - N/A
1531,HIST,461,03,"Loberg, Molly J.",N/A N/A - N/A
1537,HIST,461,04,"Morris, Andrew D.",N/A N/A - N/A
1521,HIST,461,05,"Firpo, Christina E.",N/A N/A - N/A
1578,HIST,461,07,"Linn, Jason",N/A N/A - N/A
1567,HIST,461,08,"Carver, Michael M.",N/A N/A - N/A
1538,HIST,467,01,"Morris, Andrew D.",N/A N/A - N/A
1532,HIST,467,02,"Loberg, Molly J.",N/A N/A - N/A
1541,HIST,500,01,"Murphy, Kathleen S.",N/A N/A - N/A
1516,HIST,500,02,"Bridger, Sarah",N/A N/A - N/A
1539,HIST,500,03,"Morris, Andrew D.",N/A N/A - N/A
1527,HIST,504,01,"Hopper, Matthew S.",MW 06:10 PM - 08:00 PM
1550,HIST,508,01,"Reid, Anne M.",TR 06:10 PM - 08:00 PM
1542,HIST,512,01,"Murphy, Kathleen S.",N/A N/A - N/A
1553,HIST,599,02,"Trice, Thomas R.",N/A N/A - N/A
1585,HIST,P201,01,"Wilson, Jonathan D.",TR 07:10 AM - 09:00 AM
1572,HIST,P202,10,"Hall, Roger H.",MW 04:10 PM - 06:00 PM
2700,HNRC,199,01,"Fiegel, Gregg L.",N/A N/A - N/A
2701,HNRC,199,02,"Fiegel, Gregg L.",N/A N/A - N/A
2702,HNRC,199,03,"Fiegel, Gregg L.",N/A N/A - N/A
2703,HNRC,199,04,"Fiegel, Gregg L.",N/A N/A - N/A
2704,HNRC,199,05,"Fiegel, Gregg L.",N/A N/A - N/A
2705,HNRC,200,01,"Fiegel, Gregg L.",N/A N/A - N/A
2706,HNRC,400,01,"Fiegel, Gregg L.",N/A N/A - N/A
2707,HNRC,400,02,"Fiegel, Gregg L.",N/A N/A - N/A
2708,HNRC,400,03,"Fiegel, Gregg L.",N/A N/A - N/A
2005,HNRS,101,70,"Davis, Sheree Twisselman",TR 02:10 PM - 04:00 PM
2006,HNRS,101,71,"Davis, Sheree Twisselman",MW 10:10 AM - 12:00 PM
1382,HNRS,145,70,"Bates, Brian R.",MTRF 08:10 AM - 09:00 AM
1353,HNRS,149,70,"Milbourne, Chelsea Redeker",MW 12:10 PM - 02:00 PM
2709,HNRS,200,01,"Fiegel, Gregg L.",N/A N/A - N/A
2710,HNRS,200,02,"Fiegel, Gregg L.",N/A N/A - N/A
2580,HNRS,214,70,"Self, Brian P.",MWF 05:10 PM - 06:00 PM
1879,HNRS,230,71,"Miklowitz, Paul S.",TR 12:10 PM - 02:00 PM
4082,HNRS,241,70,"Brussel, Eric S.",MTRF 09:10 AM - 10:00 AM
4083,HNRS,241,71,"Brussel, Eric S.",MTRF 10:10 AM - 11:00 AM
1081,HNRS,270,01,"Daubert, Sara Jo",W 01:10 PM - 02:00 PM
2170,HNRS,299,01,"Freberg, Laura A.",T 11:10 AM - 12:00 PM
1220,HNRS,299,02,"Fiorenza, Giancarlo G.",N/A N/A - N/A
3120,IME,141,01,"Koch, Martin B.",M 12:10 PM - 03:00 PM
3121,IME,141,02,"Koch, Martin B.",M 03:10 PM - 06:00 PM
3122,IME,141,03,"Koch, Martin B.",T 12:10 PM - 03:00 PM
